SKU,Quantity In Stock,Clearance,Wholesale Price,Retail Price,MAP Minimum Advertised Price,Maximum Order Quantity,UPC,MPN,GTIN,Amazon,Walmart,Ebay,Pet Category,Sub Category,Product Title,Size,Variant Name,Description,Brand,Condition,Product Count,Length,Width,Height,Weight,Picture URLs,Image Count,Color,Shopify Handle,Product URL
ZM20184,14,Clearance,16.47,32.99,0,,097612201840,AH-XL,97612201840,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Caves and Hides, Zoo Med",Zoo Med Turtle Hut Half Log Shelter for Water or Land,X-Large - 1 count,X-Large - 1 count Zoo Med Turtle Hut Half Log Shelter for Water or Land,"<p>Keep your terrarium as natural-looking as possible, but provide that secure hideout your reptile needs with the Zoo Med Turtle Hut! This special ceramic hideout features a realistic wood color scheme, but is safe to use in water and is made of earth-friendly materials.</p><ul><li>Durable ceramic construction looks amazingly like real wood</li><li>Relieves stress and provides comfort for turtles and amphibians</li><li>Made of earth-friendly ceramic</li><li>Safe for use in water</li></ul><p>The Zoo Med Turtle Hut is a natural-looking half log shelter for aquatic turtles, box turtles, or land tortoises can be used dry or submerged in a turtle tank. Perfect for turtles or amphibians that require a moist habitat. Relieve stress and comfort your pet with a safe, secure Turtle Hut hideout! Note: New Turtle Hut design now made of earth-friendly ceramic material.</p><p>Turtle Hut Dimensions:<br>Small Turtle Hut 3.75""L x 3.5""W x 1.87""H<br>Medium Turtle Hut 4.75""L x 5""W x 2.25""H<br>Large Turtle Hut 7""L x 5.5""W x 3""H<br>X-Large Turtle Hut 8.75""L x 7.5""W x 4.25""H<br>Giant Turtle Hut 11""L x 11""W x 6""H",Zoo Med,NEW,1,10.25,10.25,6.25,2.3,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm20184__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm20184__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm20184__3.jpg",3,,zoo-med-turtle-hut-half-log-shelter-for-water-or-land,https://www.petwholesaleusa.com/products/zoo-med-turtle-hut-half-log-shelter-for-water-or-land
ZM70106,14,Clearance,0.05,0.99,0,,097612701067,ET-5T,97612701067,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Carpets and Liners, Zoo Med",Zoo Med Eco Carpet Reptile Terrarium Carpet Tan,5 gallon - 1 count,5 gallon - 1 count Zoo Med Eco Carpet Reptile Terrarium Carpet Tan,"<p>Zoo Med Eco Carpet is a soft, absorbent and non-abrasive terrarium liner for tortoises, terrestrial turtles, snakes, lizards, and insects. This carpet cannot be accidentally ingested by your animals and is a better solution for your tank than non-absorbent Astro-turf carpets. Eco Carpet is washable, easy to clean and made from 100% post-consumer recycled materials.</p><ul><li>Absorbent, non-abrasive carpet for many species or snakes, lizards, tortoises and insects</li><li>Cannot be accidentally ingested</li><li>Washable and easy to clean</li><li>Made in the USA</li></ul><p>Eco Carpet is great for use as a protective layer when using ReptiTherm U.T.H. and loose substrates. Recommended by turtle breeders as carpet aids in muscle development by exercising your turtles legs. Made from 100% post-consumer recycled plastic bottles.</p><p>Eco Carpet Dimensions:<br>10 Gallon: 10"" x 20""<br>15/20 Gallon: 12"" x 24""<br>29 Gallon: 12"" x 30""<br>40 Gallon: 15"" x 36""<br>50 Gallon: 15"" x 48""<br>Reptibreeze: 16"" x 16""<br>40 Gallon Breeder: 18"" x 36"".</p>",Zoo Med,NEW,1,2.25,2.25,8.25,0.15,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm70106__1.jpg,1,,zoo-med-eco-carpet-reptile-terrarium-carpet-tan,https://www.petwholesaleusa.com/products/zoo-med-eco-carpet-reptile-terrarium-carpet-tan
ZM91030,14,Clearance,12.63,25.99,0,,097612910308,RC-31,97612910308,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Caves and Hides, Zoo Med",Zoo Med Repti Shelter 3 in 1 Cave for Reptiles,Small - 1 count,Small - 1 count Zoo Med Repti Shelter 3 in 1 Cave for Reptiles,"<p>TheZoo Med Repti Shelter 3-in-1 cave can be filled with Terrarium Moss or Eco-Earth to provide a humid micro-climate for shedding, hiding, or egg laying. Made of safe, durable, eco-friendly ceramic with naturalistic colors. This 3 in 1 cave can be filled with Terrarium Moss or Eco-Earth to provide a humid microclimate for shedding, hiding, or egg laying. Durable resin construction means that it can easily be washed and sterilized, and the removable lid makes it easy to check on your animals or remove eggs. Available in three sizes to accommodate many popular reptile species. Excellent hiding shelter for lizards, snakes, amphibians, tarantulas, and other invertebrates.</p>.</p><ul><li>Naturalistic shelter for snakes, lizards, amphibians and invertebrates</li><li>Helps prevent stress, bad sheds and egg binding</li><li>Create a humid ""microclimate"" inside cave for proper respiratory functions</li></ul><p>Durable resin construction means that it can easily be washed and sterilized, and the removable lid makes it easy to check on your animals or remove eggs. Excellent as a hiding shelter for adult Ball Pythons.</p><p>Repti Shelter Cave Dimensions:<br>Small Repti Shelter - 6.9""L x 6.2""W x 5.3""H<br>Medium Repti Shelter - 10""L x 8""W x 6""H<br>Large Repti Shelter - 12""L x 8""W x 8""H.</p>",Zoo Med,NEW,1,6.75,6.13,5.125,0.82,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm91030__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm91030__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm91030__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm91030__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm91030__5.jpg",5,,zoo-med-repti-shelter-3-in-1-cave-for-reptiles,https://www.petwholesaleusa.com/products/zoo-med-repti-shelter-3-in-1-cave-for-reptiles
ZM92320,14,,4.43,10.99,0,,097612923209,WFC-20,97612923209,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Feeding Bowls, Zoo Med",Zoo Med Repti Rock Reptile Food and Water Dishes Assorted Colors,Small - 2 count,Small - 2 count Zoo Med Repti Rock Reptile Food and Water Dishes Assorted Colors,"<p>Zoo Med Repti Rock Reptile Food and Water Bowl Combos include two naturalistic, faux-rock bowls, one nested inside the other. Your reptile will eat out of it just like its a real rock! (Dont worry, well never tell.).</p><ul><li>Naturalistic rock bowls for reptile food and water</li><li>Includes 2 bowls in one pack</li><li>Safe and durable</li></ul><p>Repti Rock dishes are made of high quality, super durable plastic that is virtually indestructible. They are BPA-free and will not bleed colors into food or water, and all Zoo Med food and water dishes are made from 100% recycled plastic!.</p><p>Made in the USA. Ships in assorted colors - let us pick one for you!.</p><p>6-month manufacturers warranty.</p><p>Bowl Dimensions:<br>Small:.</p><ul><li>Food Bowl - (5.5""L x 5""W)</li><li>Water Bowl - (4.25""L x 3.75""W)</li></ul><p>Medium:.</p><ul><li>Food Bowl - (7.25""L x 5.75""W)</li><li>Water Bowl - (6.25""L x 4.75""W)</li></ul><p>Large:.</p><ul><li>Food Bowl - (8.5""L x 6.5""W)</li><li>Water Bowl - (9.5""L x 7.75""W)</li></ul>",Zoo Med,NEW,1,5,5.5,1.25,0.36,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm92320__1.jpg,1,,zoo-med-repti-rock-reptile-food-and-water-dishes-assorted-colors,https://www.petwholesaleusa.com/products/zoo-med-repti-rock-reptile-food-and-water-dishes-assorted-colors
ZM92411,14,,17.43,34.99,0,,097612924114,RRB-11,97612924114,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Feeding Bowls, Zoo Med",Zoo Med Repti Ramp Bowl Allows Small Animals Easy Access to Water,Large - 1 count,Large - 1 count Zoo Med Repti Ramp Bowl Allows Small Animals Easy Access to Water,"<p>The Zoo Med Repti Ramp reptile feeding and watering bowl was designed to keep feeding time safe. The easy access ramp allows easy in-and-out access and helps prevent any risk of your pet drowning.</p><ul><li>Easy to clean and is dishwasher safe</li><li>Constructed from unbreakable materials and contains no micro pitting</li><li>Ideal for lizards, salamanders, frogs, toads, snakes, hermit crabs and more</li></ul><p>Made in the USA.</p><p>This unique bowl is constructed from unbreakable, easily washable materials and is ideally suited for a wide variety of pet reptiles, amphibians, and more. All Zoo Med food and water dishes are ""green"" products, made from 100% recycled plastic.</p><p>Dimensions:<br>Small: Overall: 5.5""L x 4.75""W / Bowl: 3.5""L x 2.5""W<br>Medium: Overall: 8""L x 6""W<br>Large: Overall: 10""L x 8""W / Bowl: 4""L x 6""W<br>X-Large: Overall: 12.75""L x 9.5""W / Bowl: 8.5""L x 7.5""W.</p><p>Note: Bowls ship in assorted natural rock colors. Please let us choose a color for you.</p>",Zoo Med,NEW,1,10,8,2.375,1.24,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm92411__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm92411__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm92411__3.jpg",3,,zoo-med-repti-ramp-bowl-allows-small-animals-easy-access-to-water,https://www.petwholesaleusa.com/products/zoo-med-repti-ramp-bowl-allows-small-animals-easy-access-to-water
ZM92540,14,,19.65,39.99,0,,097612925401,KB-40,97612925401,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Feeding Bowls, Zoo Med",Zoo Med Repti Rock Corner Bowl for Reptiles,Large - 1 count,Large - 1 count Zoo Med Repti Rock Corner Bowl for Reptiles,"<p>The Zoo Med Repti Rock Corner Bowl was specifically designed to fit in the corner of a cage or reptile terrarium while presenting a naturalistic feeding station for your basking frog or turtle. Its durable, easy to clean and can be used for your pets food or water.</p><ul><li>Fits in the corner of a cage or terrarium</li><li>Great for water or food</li><li>Dishwasher safe</li><li>Made in the USA</li><li>assorted colors - let us pick a color for you</li></ul><p>Repti Rock Corner Bowl Dimensions:<br>Small Repti Rock Corner Bowl - 4.8""L x 4.7""W x 1.5""H<br>Large Repti Rock Corner Bowl - 9.3""L x 8.2""W x 3""H<br>X-Large Repti Rock Corner Bowl - 13.8""L x 13.2""W x 3.2""H<br>.</p>",Zoo Med,NEW,1,9.75,11.5,2.75,2.1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm92540__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm92540__2.jpg",2,,zoo-med-repti-rock-corner-bowl-for-reptiles,https://www.petwholesaleusa.com/products/zoo-med-repti-rock-corner-bowl-for-reptiles
ZM93010,14,,1.82,4.99,0,,097612930108,HS-10,97612930108,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Feeding Bowls, Zoo Med",Zoo Med All Natural Hermit Crab Sea Sponge,1 count,1 count Zoo Med All Natural Hermit Crab Sea Sponge,<p>The Zoo Med Hermit Crab Sea Sponge is a great way for hermit crabs to exit deep water dishes. (Hermit Crabs will die if under water for more than 30-45 minutes.) Hermit Crab Sea sponges have natural minerals from the ocean essential to the longevity of your hermit crab. Adds a natural feel to the hermit crab enclosure.</p><ul><li>Lets hermit crabs exit water dishes easily</li><li>Provides natural ocean minerals essential to hermit crab health</li><li>Extends crab longevity</li></ul>,Zoo Med,NEW,1,2.75,4,1.75,0.013,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm93010__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zm93010__2.jpg",2,,zoo-med-all-natural-hermit-crab-sea-sponge,https://www.petwholesaleusa.com/products/zoo-med-all-natural-hermit-crab-sea-sponge
ZO00965,14,Clearance,0.05,0.99,0,,628142000000,965,6.28E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Interactive Toys, Zoo-Max",Zoo-Max Tower Hanging Bird Toy,Small - 1 count,Small - 1 count Zoo-Max Tower Hanging Bird Toy,"<p>The Zoo-Max Tower Hanging Bird Toy is a fun interactive bird toy your bird will love to hang on and shred. This toy will keep your bird busy and interactive. Birds love to shred the paper cube. You can hide many treats inside for added fun for your bird.</p><ul><li>Foraging Tower Toy for Birds</li><li>Ideal toy for Small, Medium, and Large Parrots</li><li>Made of Kraft Paper</li><li>Safe for all birds.</li></ul><p>Toy Dimensions:<br>Small Tower Bird Toy Dimensions 12""L x 3""W x 3""D - Ideal for Small Parrots<br>Medium Tower Bird Toy Dimensions 16""L x 4""W x 4""D - Ideal for Medium Parrots<br>Large Tower Bird Toy Dimensions 22""L x 5""W x 5""D - Ideal for Medium Parrots.</p>",Zoo-Max,NEW,1,7,4,3,0.6,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zo00965__1.jpg,1,,zoo-max-tower-hanging-bird-toy,https://www.petwholesaleusa.com/products/zoo-max-tower-hanging-bird-toy
ZP83030,14,Clearance,20.55,41.99,24.29,,762178000000,38303,7.62E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Conure Food, Bird Parrot Food, Bird Clearance, Bird Top Sellers, ZuPreem",ZuPreem FruitBlend Flavor with Natural Flavors Bird Food for Parrots and Conures,3.5 lb,3.5 lb ZuPreem FruitBlend Flavor with Natural Flavors Bird Food for Parrots and Conures,"<p>ZuPreem FruitBlend Flavor with natural flavors provides healthy and delicious nutrition for everyday feeding for Conures, Caiques, African Greys, Senegals, Amazons, Eclectus, Small Cockatoos and other medium to large parrots that prefer this pellet size.</p><ul><li>Fruity shapes and colors birds love</li><li>Premium daily bird food</li><li>Made in the USA</li><li>Healthy and balanced nutrition</li><li>Recommended by avian veterinarians</li></ul><p>FEEDING INSTRUCTIONS:<br>Feed based on recommended daily amounts indicated below. Adjust amounts to ensure your birds optimum body condition. Feed daily to provide the foundation of your birds diet. Keep fresh food and water available at all times. Discard uneaten food before each feeding. As with all foods, wash hands after use and food and water bowls before each feeding. Conures, Caiques: 1/4 1/2 Cup Daily African Greys, Senegals, Amazons, Eclectus, Small Cockatoos: 1/2 Cup Daily.</p><p>INGREDIENTS:<br>Ground corn, Soybean meal, Ground wheat, Wheat germ meal, Sugar, Vegetable oil (preserved with mixed tocopherols), Oranges, Apples, Calcium carbonate, Dicalcium phosphate, Grapes, Bananas, Iodized salt, Natural flavors, DL-Methionine, Choline chloride, L-Lysine monohydrochloride, Vitamins (Vitamin E supplement, Niacin supplement, Biotin, d-Calcium pantothenate, Riboflavin supplement, Pyridoxine hydrochloride, Thiamine mononitrate, Vitamin A acetate, Vitamin D3 supplement, Menadione sodium bisulfite complex (source of Vitamin K activity), Vitamin B12 supplement, Folic acid), Citric acid (preservative), Mixed tocopherols (preservative), Yellow 5, L-ascorbyl-2-polyphosphate, Red 40, Yellow 6, Minerals (Manganous oxide, Zinc oxide, Copper sulfate, Sodium selenite, Calcium iodate), Color added, Blue 1, Red 3.</p>",ZuPreem,NEW,1,3.5,7.5,8.25,3.5,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__5.jpg,ITEMIMAGEURL6=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__6.jpg,ITEMIMAGEURL7=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/zp83030__7.jpg",7,,zupreem-fruitblend-flavor-with-natural-flavors-bird-food-for-parrots-and-conures,https://www.petwholesaleusa.com/products/zupreem-fruitblend-flavor-with-natural-flavors-bird-food-for-parrots-and-conures
AE00342,13,Clearance,0.05,0.99,0,,644472000000,GF-12811,6.44E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Treat Sticks, New Bird Supplies",AE Cage Company Garden and Fun Squirrels Select Seed Stick,1 count,1 count AE Cage Company Garden and Fun Squirrels Select Seed Stick,"<p>Introducing the A &amp; E Cages Smakers Garden Fun Food Stick For Squirrels - the ultimate solution for providing suitable and energy-supplying food to free-roaming squirrels. This innovative product has been specifically developed to match the food squirrels eat in the natural environment, ensuring each individual finds the nourishment they need to thrive.</p><ul>
<li>Can be easily attached anywhere desired, without the need for a feeder</li>
<li>Crafted from 100% biodegradable raw materials</li>
<li>This product falls into the ""Bird, Food"" category but can be utilized for feeding free-roaming squirrels as well</li>
</ul>",AE Cage Company,NEW,1,7,7,7,0.4,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/has%20985%202024-06-20.jpg,1,,ae-cage-company-garden-and-fun-squirrels-select-seed-stick,https://www.petwholesaleusa.com/products/ae-cage-company-garden-and-fun-squirrels-select-seed-stick
