SKU,ASIN,UPC,Condition,Item,Category,Qty,Unit Price,MSRP,Est. selling price on Az
888 B0B5JKY4GJ US,B0B5JKY4GJ,195751273053,Fulfilled by Amazon,"Salomon X Ultra Pioneer MID CLIMASALOMON Waterproof Hiking Boots for Men Trail Running Shoe, Olive Night, 8",Boots,1,60,116.99,149.99
888 B09Z776FXM US,B09Z776FXM,194805281075,Fulfilled by Amazon,Sofft Verdi Anthracite Croco 10 M (B),Sandals & Slippers,1,65,71.99,69.95
888 B09XBWXDV2 US,B09XBWXDV2,196040583945,Fulfilled by Amazon,"Under Armour Boys' Grade School Assert 10, (600) Red/Black/Black, 3.5, US",Kids` Shoes,1,25,42.99,49.97
888 B09XBWVSMT US,B09XBWVSMT,196040569147,Fulfilled by Amazon,"Under Armour Boys' Grade School Assert 10, (600) Red/Black/Black, 3.5, US",Kids` Shoes,1,25,46.99,37.48
888 B09XBWKLZT US,B09XBWKLZT,196040569185,Fulfilled by Amazon,"Under Armour Boys' Pre School Assert 10 Alternate Closure, (002) Black/Black/Black, 2.5, US",Kids` Shoes,1,25,42.99,44.06
888 B09XBWJVWT US,B09XBWJVWT,196040582085,Fulfilled by Amazon,"Under Armour Girls' Infant Surge 3 Alternate Closure, (104) Halo Gray/Nebula Purple/Blue Surf, 9K, US",Kids` Shoes,1,25,34.99,39.52
888 B09XBVHV3R US,B09XBVHV3R,196040536408,Fulfilled by Amazon,"Under Armour Boys' Charged Pursuit 3, (402) Harbor Blue/Black/Lime Surge, 4.5, US",Kids` Shoes,1,25,45.99,63
888 B09WJD6TJS US,B09WJD6TJS,196040606262,Fulfilled by Amazon,"Under Armour Boys' Ansa Graphic Fixed Strap, (300) Lime Surge/Pitch Gray/Lime Surge, 1, US",Kids` Shoes,1,25,23,21.58
888 B09PWGSDT8 US,B09PWGSDT8,196039850386,Fulfilled by Amazon,"Under Armour Boys' Grade School Surge 3 Slip On, (001) Black/Black/White, 4.5, US",Kids` Shoes,1,25,49.99,53.66
888 B09LS8L9J8 US,B09LS8L9J8,195253676796,Fulfilled by Amazon,"Under Armour Baby Boys Leadoff Mid Junior Rubber Molded Cleat Baseball Shoe, (400) Royal/White/White, 2.5 Little Kid US",Kids` Shoes,1,25,36.99,35
888 B09LS8HGHQ US,B09LS8HGHQ,195253679919,Fulfilled by Amazon,"Under Armour Boys' Big Kid Leadoff Low Junior Rubber Molded Baseball Cleat, (001) Black/Black/White, 4",Kids` Shoes,1,25,32.99,29.99
888 B09LS7MRQT US,B09LS7MRQT,195253678998,Fulfilled by Amazon,"Under Armour Baby Boys Leadoff Low Junior Rubber Molded Cleat Baseball Shoe, (001) Black/Black/White, 1.5 Little Kid US",Kids` Shoes,1,25,30.99,29.99
888 B0995LF79H US,B0995LF79H,194805185496,Fulfilled by Amazon,Sofft Bellflower Black Suede 7.5 M (B),Sandals & Slippers,1,65,115.95,83.95
888 B0984QRYMJ US,B0984QRYMJ,193128859596,Fulfilled by Amazon,"Salomon Women's OUTPULSE Gore-Tex Hiking Shoes for Women, Mood Indigo/Leek Green/Easter Egg, 8",Sports Shoes,1,60,100.99,132.39
888 B0984P65SK US,B0984P65SK,193128909833,Fulfilled by Amazon,"Salomon Patrol Hiking Shoes for Women Trail Running, Legion Blue/White/Yucca, 7.5",Sports Shoes,1,60,67.99,43.73
888 B0983W51SF US,B0983W51SF,193128917364,Fulfilled by Amazon,"Salomon Men's OUTPULSE Hiking Shoes for Men, Black/Leek Green/Poppy Red, 8.5",Sports Shoes,1,60,93.99,114
888 B08TB5QYPH US,B08TB5QYPH,195440542422,Fulfilled by Amazon,"Timberland Women's Norwood Mid Waterproof Hiking Boot, Dark Grey Full Grain, 10",Boots,1,60,100,49.95
888 B0BTD9DY4Y US,B0BTD9DY4Y,196347426075,Fulfilled by Amazon,Free People Beginners Luck Slouch Shorts Rookie Wash 31,Women’s Clothing,1,30,42.99,46.35
888 B0BTD861DC US,B0BTD861DC,196347426020,Fulfilled by Amazon,Free People Beginners Luck Slouch Shorts Rookie Wash 26,Women’s Clothing,1,30,46.99,74.99
888 B0BNQ51GDL US,B0BNQ51GDL,196790651833,Fulfilled by Amazon,"Free People After All Ruched One-Piece for Women - Adjustable Straps with Irregular Neckline, Comfy and Lightweight Jumpsuit Cinnamon Girl XS (Women's 0-2) One Size",Women’s Clothing,1,50,99.99,
888 B0BGZP38R9 US,B0BGZP38R9,196347847054,Fulfilled by Amazon,Free People Gia Cardi Warm Tobacco MD (Women's 8-10),Women’s Clothing,1,50,106.99,88
888 B0BGHBPPCJ US,B0BGHBPPCJ,196790225935,Fulfilled by Amazon,Free People Lyra Link Mule Black EU 39.5 (US Women's 9.5) M,Sandals & Slippers,1,50,106.99,
888 B0BFZVVSHX US,B0BFZVVSHX,196347711157,Fulfilled by Amazon,"Free People Women's Happy Hour Solid Shirt, Strawberry Cream, Pink, S",Women’s Clothing,1,50,118.99,46.67
888 B0BDZ646M5 US,B0BDZ646M5,196790225928,Fulfilled by Amazon,Free People Lyra Link Mule Black EU 39 (US Women's 9) M,Sandals & Slippers,1,50,136.99,118
888 B0B9WK9L63 US,B0B9WK9L63,196347426112,Fulfilled by Amazon,"Free People Women's Beginners Luck Slouch Shorts, Felicity Wash, Blue, 26",Women’s Clothing,1,35,78,79.99
888 B0B4NQK9C1 US,B0B4NQK9C1,196347897592,Fulfilled by Amazon,"Free People Women's Fuji Thermal Tee, Rosie, Pink, S",Women’s Clothing,1,30,39.99,
888 B0B1Q5GPB8 US,B0B1Q5GPB8,196790029830,Fulfilled by Amazon,Free People New Magic Thermal Black SM (Women's 4-6),Women’s Clothing,2,30,43.99,75.6
888 B09TT2PMC2 US,B09TT2PMC2,196347505398,Fulfilled by Amazon,Free People Pocket Full of Sunshine Dusted Military SM (Women's 4-6),Dresses,2,50,92.99,
888 B09NRDPW78 US,B09NRDPW78,196347219950,Fulfilled by Amazon,Free People Ribbed V-Neck Brami Hushed Grain XS/SM (Women's 0-6),Women’s Clothing,1,25,20,26.37
888 B07B8H7T35 US,B07B8H7T35,190380037557,Fulfilled by Amazon,Free People Womens French Quarter Floral Ruffled Wrap Dress Black S,Dresses,1,35,86.99,69.2
888 B0C96H2BKF US,B0C96H2BKF,197267363990,Fulfilled by Amazon,Free People No Show Plunge Heart Haze MD-LG (Women's 8-12),Women’s Clothing,1,19,20.99,27
888 B0C4JM4Y2B US,B0C4JM4Y2B,195191526580,Fulfilled by Amazon,"Free People Women's Casual Get Your Flirt On Shorts, Black Medium",Women’s Clothing,1,20,40,40
888 B0C3H42NMR US,B0C3H42NMR,197267334334,Fulfilled by Amazon,Free People Fade Into You Short Sleeve Russet Acorn SM (Women's 4-6),Women’s Clothing,1,27,58,
888 B0C18R9414 US,B0C18R9414,                    ,Fulfilled by Amazon,Superga 2790 Rope Macrame Rhombus White EU 42 (US Women's 10.5) Medium,Sneakers,1,48,99,60.36
888 B0BYSDG3MY US,B0BYSDG3MY,196790547457,Fulfilled by Amazon,Free People Ruffle Linen Top Ivory XS (Women's 0-2),Women’s Clothing,1,45,168,
888 B0BXFKBTJL US,B0BXFKBTJL,                    ,Fulfilled by Amazon,"Costa Del Mar Womens Pacific Rise 410 Cat Eye Prescription Eyewear Frames, Black/Demo Lens, 54 mm",Sunglasses,1,115,127.99,200
888 B0BVR1YQ79 US,B0BVR1YQ79,197267123983,Fulfilled by Amazon,Free People Ivy Mid-Rise Shorts San Andreas 25,Women’s Clothing,1,25,68,51.79
888 B01A7RTPEW US,B01A7RTPEW,664911040564,Fulfilled by Amazon,"Muck Boot Men's Muckster II Ankle, Bark/Otter, 9 M US",Boots,4,34,72.99,51.76
888 B0BC9W1LZT US,B0BC9W1LZT,707722317651,Fulfilled by Amazon,Walking Cradles Kendi Black Leather 10 M (B),Boots,2,78,130.99,109.6
888 B09RF43QBR US,B09RF43QBR,                    ,Fulfilled by Amazon,Emporio Armani Men Sneakers White - Black 8 US,Sneakers,2,148,,
888 B0097MA17Y US,B0097MA17Y,037882088505,Fulfilled by Amazon,"Jockey Men's Undershirt Tall Man Classic V-Neck - 2 Pack, White, 2XL",T-shirts,271,16,35.99,32
888 B08L26L5GJ US,B08L26L5GJ,                    ,Fulfilled by Amazon,"VenusCelia Women's Comfort Walking on Air Flat Loafer(40,Brown)",Casual Shoes,2,16,35.99,25.99
888 B007W8885M US,B007W8885M,662492007907,Fulfilled by Amazon,DuraVent Chimney Pipe 6 in. x 36 in. Triple-Wall Twist Lock Stainless Steel,Tools & Home Improvement ,29,84,208.99,189.99
888 B0967WXJDD US,B0967WXJDD,194805210815,Fulfilled by Amazon,Comfortiva Women's Ronah Steel 8 B(M) US,Casual Shoes,1,40,,95.95
888 B07VNN9ZNF US,B07VNN9ZNF,807497579602,Fulfilled by Amazon,ALDO Kids Girl's Nydaullan (Little Kid/Big Kid) Silver 5 Big Kid,Kids` Shoes,1,24,40,
888 B07GSS8XQT US,B07GSS8XQT,                    ,Fulfilled by Amazon,"ZKTeco Smart Lock, Fingerprint Door Lock, Bluetooth Enabled | Keyless Entry | Access Cards | Touchscreen Keypad, Deadbolt Door Lock AL40B",Tools & Home Improvement ,1,148,,
888 B07V2DLXVJ US,B07V2DLXVJ,192623565353,Fulfilled by Amazon,NORTIV 8 Men's Waterproof Hiking Winter Snow Boots Insulated Fur Liner Lightweight Outdoor Booties Black Size 9 M US MOUNTAINEER-2M,Boots,1,32,56.99,47.99
888 B0BVZPLSRJ US,B0BVZPLSRJ,                    ,Fulfilled by Amazon,Creality Falcon2 22W Laser Engraver; Laser Cutter; with Auto,"Arts, Crafts & Sewing",2,500,591.99,647.2
888 B0BM545SW1 US,B0BM545SW1,886003991596,Fulfilled by Amazon,"Vera Bradley Women's Fleece Travel Neck Pillow, Dreamer Paisley, One Size",Bed & Bath,2,20,20.99,17.39
888 B0BGQPX9XJ US,B0BGQPX9XJ,196883132973,Fulfilled by Amazon,"Under Armour Boys' Grade School Flash, (001) Black/Black/White, 4.5, US",Kids` Shoes,2,25,46.99,37.5
888 B0BD6LLVMT US,B0BD6LLVMT,196013617752,Fulfilled by Amazon,"Vans Unisex Plimsolls, Fiji Flower                          ",Sneakers,2,48,84.99,
888 B09XBW7Y5Y US,B09XBW7Y5Y,196040569352,Fulfilled by Amazon,"Under Armour Boys' Pre School Assert 10 Alternate Closure, (002) Black/Black/Black, 10.5K, US",Kids` Shoes,2,28,43.99,55
888 B09TRY2LPR US,B09TRY2LPR,196009572836,Fulfilled by Amazon,THE NORTH FACE Chilkat V Zip WP Mens Boots Coffee Brown/TNF Black 12,Boots,3,58,87.99,90.26
888 B09NC9Z47B US,B09NC9Z47B,                    ,Fulfilled by Amazon,"Foldable Water/Smell Proof Dry/Wet Pouch with Watertight Grade Zipper, for Gym, Pool, Travel, Beach, Office, Laundry, Diaper, and More, Black",Outdoors,2,28,,
888 B09JHJFFZ7 US,B09JHJFFZ7,810036770873,Fulfilled by Amazon,Baby Monitor VM64,Baby Essentials,2,78,120.99,86.99
888 B093ZS4GJH US,B093ZS4GJH,192297401421,Fulfilled by Amazon,"HEELYS Girls Force Wheeled Heel Shoe, Black/Orange Galaxy, 7 Big Kid",Kids` Shoes,2,28,55.99,36.2
888 B08CXMCC6S US,B08CXMCC6S,193971582023,Fulfilled by Amazon,"COACH Women's Flats Marley Driver, Color True Navy, Size 8.5",Casual Shoes,2,78,145.99,145
888 B07ZXN928G US,B07ZXN928G,683193090371,Fulfilled by Amazon,Datalogic Magellan 1100i Omni-Directional Barcode Scanner (1D/2D/QR Code) w/USB Cable - Renewed,Office Equipment,3,48,,64.95
888 B01MU8YY8S US,B01MU8YY8S,                    ,Fulfilled by Amazon,"Fj""allr""aven Expedition Down Jacket Navy LG",Outerwear,1,390,404.99,525
888 B01I041LIC US,B01I041LIC,725125956239,Fulfilled by Amazon,"Coach HC8168 Sunglasses, Black/Grey Gradient, 56 mm",Sunglasses,2,78,134.4,149.76
888 B00Y0UCQXK US,B00Y0UCQXK,                    ,Fulfilled by Amazon,"Superga 2790 Cotropew, Women's Low-Top Sneakers, White (901), 7.5 W / 6 M US",Sneakers,2,30,37.99,79.99
888 B00PGTGL4O US,B00PGTGL4O,060672310289,Fulfilled by Amazon,4 in. x 4 ft. All Metal Dryer Hook Up Kit,Tools & Home Improvement ,4,20,35,31.98
888 B00KCU4NQK US,B00KCU4NQK,701340439047,Fulfilled by Amazon,"M&F Western Men's Square Toe Boot Trees, Wood Toe and Heel, Moisture Absorbent (1 Pair, Small)",ShoeCare & Accessories,2,20,26.99,39
888 B0C4JLZLMV US,B0C4JLZLMV,196790550006,Fulfilled by Amazon,Free People Abilene Top Loop Sandal Orchid EU 38 (US Women's 8) M,Sandals & Slippers,1,35,78,45.24
888 B0C3H5J1SL US,B0C3H5J1SL,197267085311,Fulfilled by Amazon,Free People Serve Bodysuit White MD (Women's 8-10),Women’s Clothing,1,18.5,30.99,43.5
888 B0C2XF2ZZV US,B0C2XF2ZZV,035886666064,Fulfilled by Amazon,"ZWILLING BBQ+ Basting Brush, 1 unit, Stainless Steel",Kitchen & Dining ,10,12,29.99,29.95
888 B0BYSB87LB US,B0BYSB87LB,197267135061,Fulfilled by Amazon,Free People Sugar Rush Babydoll Ivory XS (Women's 0-2),Women’s Clothing,1,34,68,61.2
888 B0BVR386V4 US,B0BVR386V4,197267124010,Fulfilled by Amazon,Free People Ivy Mid-Rise Shorts San Andreas 28,Women’s Clothing,1,30,82.99,68
888 B0BVQZ7L53 US,B0BVQZ7L53,197267001526,Fulfilled by Amazon,Free People Adella Printed Mini Slip Soft Plaid Combo XS (Women's 0-2),Women’s Clothing,1,33,45.99,81.99
888 B0BVQXHWC5 US,B0BVQXHWC5,197267019651,Fulfilled by Amazon,Free People Ivy Mid-Rise Shorts Crystal Clear 25,Women’s Clothing,1,30,33.99,48
888 B0BTD8V6KR US,B0BTD8V6KR,196790840589,Fulfilled by Amazon,Free People Maxine Top Bleach Out XS (Women's 0-2),Women’s Clothing,1,39,98,84.28
888 B0BSWGDTY4 US,B0BSWGDTY4,197267353571,Fulfilled by Amazon,Free People Simply Smitten Maxi Skirt Optic White XL (Women's 14),Women’s Clothing,20,28,73.99,53.82
888 B0BKTLRJM7 US,B0BKTLRJM7,196468157759,Fulfilled by Amazon,"Reebok Standard Outdoor Back Vector Sherpa Jacket, Stucco, L",Outerwear,7,48,120,39.99
888 B0BKTK45DW US,B0BKTK45DW,196468157810,Fulfilled by Amazon,"Reebok Standard Outdoor Back Vector Sherpa Jacket, Stucco, XS",Outerwear,5,58,120,75.14
888 B0BHF9J458 US,B0BHF9J458,196790198208,Fulfilled by Amazon,"Free People Women's Amara Top (as1, alpha, m, regular, regular, Black, Medium)",Women’s Clothing,1,69,154.99,128
888 B0BFZR5FFR US,B0BFZR5FFR,196790847786,Fulfilled by Amazon,"Free People Women's Yucca Double Cloth Blouse, Optic White, S",Women’s Clothing,1,45,108,55.12
888 B0BFZF3HWX US,B0BFZF3HWX,196790634706,Fulfilled by Amazon,"Free People Women's U Neck Tank, Sun, XS",Women’s Clothing,1,15,16.99,12.8
888 B0B9WTYZMX US,B0B9WTYZMX,196347363998,Fulfilled by Amazon,"Free People Women's Moonlit Tee, Almond Milk, Off White, S",Women’s Clothing,1,35,78,58.5
888 B0B9W99RSB US,B0B9W99RSB,196790747062,Fulfilled by Amazon,"Free People Women's Dylan Tee, Charcoal, Grey, S",Women’s Clothing,1,24,48,26.4
888 B0B6QY4T8C US,B0B6QY4T8C,196790463092,Fulfilled by Amazon,"Free People Women's Easy Street Crop Pullover, Moonglow",Women’s Clothing,2,45,98,98
888 B0B4FSM6CG US,B0B4FSM6CG,196790359418,Fulfilled by Amazon,"Free People Women's Annalise Sequin Mini Skirt, Multi Combo, 2",Women’s Clothing,1,39,88,88
888 B0B497PWMG US,B0B497PWMG,196790076872,Fulfilled by Amazon,"Free People Women's Cutting Edge Cable Sweater, Camel, Brown, L",Women’s Clothing,1,25,37.99,83.75
888 B0B1WHJLPG US,B0B1WHJLPG,196790244820,Fulfilled by Amazon,"Free People Women's Poppy Pullover, Champagne Dreams, Off White, M",Women’s Clothing,1,36,53.99,69.49
888 B09CGNZ8FW US,B09CGNZ8FW,195889583420,Fulfilled by Amazon,Free People Good Karma Tie-Dye Leggings Cherry Mocha XS-S (US Women's 0-6) 23,Women’s Clothing,1,33,44.99,66
888 B08HQ7LWG3 US,B08HQ7LWG3,193465997234,Fulfilled by Amazon,Free People Womens Piroutte Wool Blend Open Stitch Tunic Sweater Purple M/L,Women’s Clothing,2,30,,20.89
888 B085B4D851 US,B085B4D851,694396125128,Fulfilled by Amazon,"U.S. Traveler Aviron Bay Expandable Softside Spinner Wheels, Teal, 2 Piece Luggage",Handbags & Luggage,5,98,141.99,169.99
888 B07T45HZZY US,B07T45HZZY,797646796298,Fulfilled by Amazon,"BabyFat 7 Hole Harmonica, G key Diatonic Blues Harmonica for Kids and Beginners with Standars Tuning",Musical Instruments,29,13,31.99,25.98
888 B07FVLXHYV,B07FVLXHYV,195893851287,Brand New,U MUST HAVE Amplified HD Digital TV Antenna Long 180 Miles Range - Support 4K 1080p Fire tv Stick and All Older TV's - Indoor Smart Switch Amplifier Signal Booster - 18ft Coax HDTV Cable/AC Adapter,"TV, Home Theater & Gaming ",16,10,60.99,24.24
888 B07CFS6J44 US,B07CFS6J44,190450225563,Fulfilled by Amazon,"Anon Women's Auburn Helmet, Marble Black, Small",Sporting Goods,8,68,119.95,33.06
888 B01NAJF223 US,B01NAJF223,091021069824,Fulfilled by Amazon,"Thule Women's Capstone Hiking Backpack, Atlantic, Small/Medium, 22 L",Handbags & Luggage,6,68,149.95,130.52
888 B010W2YDF8,B010W2YDF8,663642118122,Brand New,"Atwood Rope Micro Cord Paracord 1.18 MM x 125 Foot, Black",Sporting Goods,218,5,30.99,11.99
888 B00TD8A0QE,B00TD8A0QE,712395635223,Brand New,"The Paper Studio Country Road 12x12,, Barnwood, Shabby, Vintage, Floral, Damask, Scrapbook, Cardmaking Paper Pack 80 Sheets (Null)","Arts, Crafts & Sewing",11,10,27.99,19.85
888 B0BZML83QM US,B0BZML83QM,                    ,Fulfilled by Amazon,Superga 2740 Platform Macrame Rhombus Total White EU 42 (US Women's 10.5) Medium,Sneakers,1,30,83.99,69
888 B087CVW2BL US,B087CVW2BL,789371033700,Fulfilled by Amazon,ACTITOP Video Camera Camcorder Ultra HD 2.7K 30FPS 36.0 MP IR Night Vision YouTube Vlogging Camera 3.0 Touch Screen 16X Digital Zoom with Remote Control Microphone Handheld Stabilizer 2 Batteries,Cameras & Camcorders ,8,56,150.99,89.95
888 B082NV1GPZ US,B082NV1GPZ,194374279763,Fulfilled by Amazon,"Free People Women's Arden Tee, Washed Army, Green, M",Women’s Clothing,1,45,58,56
888 B0B3173TR2 US,B0B3173TR2,196347709642,Fulfilled by Amazon,"Free People Women's Isla Cable Knit Sweater, Tea, Tan, Off White, M",Women’s Clothing,1,70,166.99,129
888 B09PR7L7CG US,B09PR7L7CG,196347187075,Fulfilled by Amazon,Free People Adella Printed Mini Slip Black Combo XS (Women's 0-2),Dresses,1,45,45.99,88.2
888 B09X2Y4XPT US,B09X2Y4XPT,196347604633,Fulfilled by Amazon,Free People Scoop Neck Crop Sienna XS-SM (Women's 0-6),Women’s Clothing,1,15,16.99,48.71
888 B09QM19J1P US,B09QM19J1P,196347562995,Fulfilled by Amazon,"Free People Women's Be My Baby, White",T-shirts,1,25,38,37.15
888 B084Z54WY6 US,B084Z54WY6,193465493316,Fulfilled by Amazon,"Free People Women's U Neck Tank, Grey, S",Women’s Clothing,2,32,20,20
888 B08S35F6VY US,B08S35F6VY,195191691493,Fulfilled by Amazon,Free People Get Set Shorts Black SM (Women's 4-6),Women’s Clothing,1,48,20,30
888 B09L5ZHNMW US,B09L5ZHNMW,190383551722,Fulfilled by Amazon,"Free People Women's Solid Rib Brami, Wine",Women’s Clothing,1,22.5,28,22.7
888 B0871MP16C US,B0871MP16C,661498292317,Fulfilled by Amazon,"TKEES Women's Phoebe Sandals, Nude, Tan, 9 Medium US",Sandals & Slippers,1,25,66.99,80
888 B07DVQZ9TC US,B07DVQZ9TC,192983308577,Fulfilled by Amazon,"New Balance Kid's 574 V1 Summer Sport Hook and Loop Sneaker, Black/Summer Sky, 4",Kids` Shoes,1,20,35.99,44.95
888 B015KG6HP0 US,B015KG6HP0,                    ,Fulfilled by Amazon,Thermaltake 212159 Accessory Ac-023-an1nan-a1 Commander Fp 10 Port Hub For Pwm Fans Retail,Hardware,10,40,15.77,38.79
888 B00JK6EZLK US,B00JK6EZLK,                    ,Fulfilled by Amazon,"Superga Unisex 2750 Cotu Classic Trainers Low-Top, Blue Navy White F43, 9 US Women/7.5 Men",Sneakers,1,44,44.99,49.95
888 B00JK6EYXY US,B00JK6EYXY,                    ,Fulfilled by Amazon,"Superga Unisex 2750 Cotu Classic Trainers, Navy Fwhite, 8 US Women",Sneakers,1,44,47.99,49.95
888 B07S6HB1MJ,B07S6HB1MJ,696337694380,Brand New,Charcoal Tablets for Incense- Quick Light Charcoal Tablets - Charcoal Disk Lights - 33 mm Resin Burner Rolls - Pack of 100 Coal Briquettes - Charcoal Burner - Instant Fire Coal Tablet,Household Supplies,5,6,14.99,9.99
888 B0BN8QC4ZX US,B0BN8QC4ZX,195208220913,Fulfilled by Amazon,"KEEN Women's Greta Classic Waterproof Snow Boots, Bison/Java, 7.5",Boots,1,58,179.95,108.15
888 B09M5167Z9 US,B09M5167Z9,886003836163,Fulfilled by Amazon,"Vera Bradley Women's Softside Rolling Suitcase Luggage, Black, 27"" Check In",Handbags & Luggage,1,200,277.99,253.76
888 B08CXY5Z8N US,B08CXY5Z8N,740617310474,Fulfilled by Amazon,HyperX Fury RGB 128GB 2666MHz DDR4 CL16 DIMM (Kit of 4) HX426C16FB3AK4/128,Hardware,2,499,790.99,790.99
888 B07PX8C3CF US,B07PX8C3CF,016751927107,Fulfilled by Amazon,"700c Giordano Aversa Road Bike, Red, Medium",Sporting Goods,1,325,409.99,482.26
888 B0BKTNL58S US,B0BKTNL58S,196468155274,Fulfilled by Amazon,"Reebok Standard Outdoor Sherpa Vest, Stucco, L",Outerwear,9,38,43.99,57.2
888 B0BKTN5DHD US,B0BKTN5DHD,196468157773,Fulfilled by Amazon,"Reebok Standard Outdoor Back Vector Sherpa Jacket, Stucco, M",Kids' & Baby Apparel,8,35,120,74.41
888 B0BKTLRJMB US,B0BKTLRJMB,196468155335,Fulfilled by Amazon,"Reebok Standard Outdoor Sherpa Vest, Stucco, M",Outerwear,8,35,90,57.17
888 B0BKLQBW65 US,B0BKLQBW65,                    ,Fulfilled by Amazon,"Helly-Hansen Men's Standard Daybreaker 1/2 Zip Fleece, 992 Black, Large",Mens clothing,29,38,70,65
888 B0B2VDSHR7 US,B0B2VDSHR7,085081507808,Fulfilled by Amazon,Oster Evansville 14 Piece Stainless Steel Kitchen Knife Cutlery Set W/Turquoise Handles & Black Rubberwood Block,Kitchen & Dining ,137,28,49.99,45
888 B093HJVLQ6 US,B093HJVLQ6,888807421453,Fulfilled by Amazon,"Tommy Hilfiger Men's Quilted Puffer Vest, Midnight Hoody, X-Large",Outerwear,15,54,79.99,68.25
888 B092556RKT US,B092556RKT,846042021159,Fulfilled by Amazon,TCL 6P91C Smart Series Portable Air Conditioner; 6;000 BTU; ,Consumer Electronics,28,298,376.99,318
888 B08WRCHN79 US,B08WRCHN79,190873007821,Fulfilled by Amazon,"Willz Electric Glass Kettle with Heat Resistant Handle and Cordless Pour, Quick Boil & Auto Shut-Off Technology, Blue Boil Light, 1.7L, 1500 W, Black",Kitchen & Dining ,183,16,23.99,23.67
888 B08LMXC774 US,B08LMXC774,796483504295,Fulfilled by Amazon,"Michael Kors Brass and Cubic Zirconia Hoop Earrings for Women, Color: Silver (Model: MKJ7311040)",Jewelry,144,38,100,76.66
888 B07QBF1Y2W US,B07QBF1Y2W,845423022396,Fulfilled by Amazon,"Razor AW Kick Scooter for Kids - Wheelie Bar, Lightweight, Foldable, Aluminum Frame, and Adjustable Handlebars",Sporting Goods,50,28,40.99,44.99
888 B07NYZTVNP US,B07NYZTVNP,013205138492,Fulfilled by Amazon,"Citizen Eco-Drive Marvel Men's Watch, Stainless Steel with Polyurethane Strap, Spider-Man Black",Watches,634,50,350,213
888 B00IE7K8I0 US,B00IE7K8I0,                    ,Fulfilled by Amazon,Victorinox tomato knive set,Kitchen & Dining ,171,18,30.99,25.08
888 B00CDJHGEE US,B00CDJHGEE,089301320451,Fulfilled by Amazon,"Mr. Heater MH12B Hunting Buddy Space Heater, Regular, Camouflage",Electrical & Lighting,55,159,198.07,129.95
888 B002R0EXP4 US,B002R0EXP4,                    ,Fulfilled by Amazon,"Primula Classic Stovetop Espresso and Coffee Maker, Moka Pot for Italian and Cuban Caf'e Brewing, Greca Coffee Maker, Cafeteras, 1 Espresso Cup, Silver",Kitchen & Dining ,3685,7,12.99,12.99
888 B002KW3OVS US,B002KW3OVS,673468531739,Fulfilled by Amazon,"Art 101 Creativity Art Set, Assorted Colors, 173 Pieces (53173)","Arts, Crafts & Sewing",6,24,32.99,40.16
888 B000NY1VLU US,B000NY1VLU,800090795783,Fulfilled by Amazon,"Dr. Martens Women's 1460 W Nappa Leather 8 Eye Boot, Black, 6",Boots,631,65,165.99,89.99
888 B0C9169N1M US,B0C9169N1M,888807432138,Fulfilled by Amazon,"Tommy Hilfiger Men's Water Resistant Ultra Loft Filled Hooded Puffer Jacket, Navy/Red, Small",Outerwear,58,49,150,140
888 B0C8VH41WX US,B0C8VH41WX,194366272543,Fulfilled by Amazon,Timex UFC Men's Spark 46mm Watch - Gray Strap Digital Dial Gray Case,Watches,27,35,76.99,34.99
888 B0BXWW12JX US,B0BXWW12JX,195174045213,Fulfilled by Amazon,LG 14ZB90Q-V.ARS3U1 14'' Silver WUXGA Gram Laptop for Business,Laptops & Tablets,2,680,1269.99,1078.32
888 B0B11QD1QY US,B0B11QD1QY,195553632485,Fulfilled by Amazon,"ASUS VivoBook 15 Slim Laptop, 15.6 inch FHD Display, Intel Core i5-1240P CPU, Intel Iris Xe Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1502ZA-DS52",Laptops & Tablets,11,425,699.99,499
888 B09MWKXG2X US,B09MWKXG2X,195208059292,Fulfilled by Amazon,"KEEN Women's Circadia Mid Heigh Polar Insulated Waterproof Hiking Boots, Black/Cloud Blue, 10",Boots,1,48,144.95,71.83
888 B0026ZPPHU US,B0026ZPPHU,663370107290,Fulfilled by Amazon,"Kingston Brass KB968FL Royale Widespread Lavatory Faucet, Brushed Nickel",Tools & Home Improvement ,13,100,279.95,126.23
888 B0B7RKK12N US,B0B7RKK12N,194466210353,Fulfilled by Amazon,DC Shoes Phase BOA Mens Snowboard Boots Grey/White 10.5,Sporting Goods,1,98,276.99,189
888 B0B5B86R1L US,B0B5B86R1L,816189026942,Fulfilled by Amazon,"C&C SWEDEN Core Full Back Nursing Clogs for Women (So Succulent, 5.5-6)",Work & Safety,1,48,174.99,139.95
888 B09LHXM2J1 US,B09LHXM2J1,816189024603,Fulfilled by Amazon,"C&C SWEDEN Core Full Back Nursing Clogs for Women (Zebra, 7.5-8)",Work & Safety,2,78,174.99,144.95
888 B09GV8Y28N US,B09GV8Y28N,                    ,Fulfilled by Amazon,"High Fidelity Belt Drive Bluetooth Turntable, Vinyl Record Player with Magnetic Cartridge, Adjustable Counter Weight and Anti-Skate Control, Convert Vinyl to Digital MP3s",Musical Instruments,1,78,168.99,
888 B0992KGGXL US,B0992KGGXL,841921725418,Fulfilled by Amazon,FXR X-Cross Speed Boot (Black - Men's 10.5/Women's 12.5/EU 44),Automotive,1,59,222.99,189
